Solver, Instance, Result
ParLS-PBO(8 thread), normalized-lo_12x12_001.opb.metafix.opb, 70.0
ParLS-PBO(16 thread), normalized-lo_12x12_001.opb.metafix.opb, 70.0
LS-PBO, normalized-lo_12x12_002.opb.metafix.opb, 70.0
DeciLS-PBO, normalized-lo_12x12_002.opb.metafix.opb, 70.0
PBO-IHS, normalized-lo_12x12_002.opb.metafix.opb, 70.0
Hybrid, normalized-lo_12x12_002.opb.metafix.opb, 70.0
SCIP, normalized-lo_12x12_002.opb.metafix.opb, 70.0
Gurobi(comp 1 thread), normalized-lo_12x12_002.opb.metafix.opb, 70.0
Gurobi(heur 1 thread), normalized-lo_12x12_002.opb.metafix.opb, 70.0
LS-PBO-dynamic, normalized-lo_12x12_002.opb.metafix.opb, 70.0
FiberSCIP, normalized-lo_12x12_002.opb.metafix.opb, 70.0
Gurobi(comp 32 thread), normalized-lo_12x12_002.opb.metafix.opb, 70.0
Gurobi(heur 32 thread), normalized-lo_12x12_002.opb.metafix.opb, 70.0
ParLS-PBO, normalized-lo_12x12_002.opb.metafix.opb, 70.0
V1, normalized-lo_12x12_002.opb.metafix.opb, 70.0
V2, normalized-lo_12x12_002.opb.metafix.opb, 70.0
ParLS-PBO(4 thread), normalized-lo_12x12_002.opb.metafix.opb, 70.0
ParLS-PBO(8 thread), normalized-lo_12x12_002.opb.metafix.opb, 70.0
ParLS-PBO(16 thread), normalized-lo_12x12_002.opb.metafix.opb, 70.0
LS-PBO, normalized-lo_12x12_003.opb.metafix.opb, 70.0
DeciLS-PBO, normalized-lo_12x12_003.opb.metafix.opb, 70.0
PBO-IHS, normalized-lo_12x12_003.opb.metafix.opb, 70.0
Hybrid, normalized-lo_12x12_003.opb.metafix.opb, 70.0
SCIP, normalized-lo_12x12_003.opb.metafix.opb, 70.0
Gurobi(comp 1 thread), normalized-lo_12x12_003.opb.metafix.opb, 70.0
Gurobi(heur 1 thread), normalized-lo_12x12_003.opb.metafix.opb, 70.0
LS-PBO-dynamic, normalized-lo_12x12_003.opb.metafix.opb, 70.0
FiberSCIP, normalized-lo_12x12_003.opb.metafix.opb, 70.0
Gurobi(comp 32 thread), normalized-lo_12x12_003.opb.metafix.opb, 70.0
Gurobi(heur 32 thread), normalized-lo_12x12_003.opb.metafix.opb, 70.0
ParLS-PBO, normalized-lo_12x12_003.opb.metafix.opb, 70.0
V1, normalized-lo_12x12_003.opb.metafix.opb, 70.0
V2, normalized-lo_12x12_003.opb.metafix.opb, 70.0
ParLS-PBO(4 thread), normalized-lo_12x12_003.opb.metafix.opb, 70.0
ParLS-PBO(8 thread), normalized-lo_12x12_003.opb.metafix.opb, 70.0
ParLS-PBO(16 thread), normalized-lo_12x12_003.opb.metafix.opb, 70.0
LS-PBO, normalized-lo_12x12_004.opb.metafix.opb, 61.0
DeciLS-PBO, normalized-lo_12x12_004.opb.metafix.opb, 61.0
PBO-IHS, normalized-lo_12x12_004.opb.metafix.opb, 61.0
Hybrid, normalized-lo_12x12_004.opb.metafix.opb, 61.0
SCIP, normalized-lo_12x12_004.opb.metafix.opb, 61.0
Gurobi(comp 1 thread), normalized-lo_12x12_004.opb.metafix.opb, 61.0
Gurobi(heur 1 thread), normalized-lo_12x12_004.opb.metafix.opb, 61.0
LS-PBO-dynamic, normalized-lo_12x12_004.opb.metafix.opb, 61.0
FiberSCIP, normalized-lo_12x12_004.opb.metafix.opb, 61.0
Gurobi(comp 32 thread), normalized-lo_12x12_004.opb.metafix.opb, 61.0
Gurobi(heur 32 thread), normalized-lo_12x12_004.opb.metafix.opb, 61.0
ParLS-PBO, normalized-lo_12x12_004.opb.metafix.opb, 61.0
V1, normalized-lo_12x12_004.opb.metafix.opb, 61.0
V2, normalized-lo_12x12_004.opb.metafix.opb, 61.0
ParLS-PBO(4 thread), normalized-lo_12x12_004.opb.metafix.opb, 61.0
ParLS-PBO(8 thread), normalized-lo_12x12_004.opb.metafix.opb, 61.0
ParLS-PBO(16 thread), normalized-lo_12x12_004.opb.metafix.opb, 61.0
LS-PBO, normalized-lo_12x12_005.opb.metafix.opb, 72.0
DeciLS-PBO, normalized-lo_12x12_005.opb.metafix.opb, 72.0
PBO-IHS, normalized-lo_12x12_005.opb.metafix.opb, 72.0
Hybrid, normalized-lo_12x12_005.opb.metafix.opb, 72.0
SCIP, normalized-lo_12x12_005.opb.metafix.opb, 72.0
Gurobi(comp 1 thread), normalized-lo_12x12_005.opb.metafix.opb, 72.0
Gurobi(heur 1 thread), normalized-lo_12x12_005.opb.metafix.opb, 72.0
LS-PBO-dynamic, normalized-lo_12x12_005.opb.metafix.opb, 72.0
FiberSCIP, normalized-lo_12x12_005.opb.metafix.opb, 72.0
Gurobi(comp 32 thread), normalized-lo_12x12_005.opb.metafix.opb, 72.0
Gurobi(heur 32 thread), normalized-lo_12x12_005.opb.metafix.opb, 72.0
ParLS-PBO, normalized-lo_12x12_005.opb.metafix.opb, 72.0
V1, normalized-lo_12x12_005.opb.metafix.opb, 72.0
V2, normalized-lo_12x12_005.opb.metafix.opb, 72.0
ParLS-PBO(4 thread), normalized-lo_12x12_005.opb.metafix.opb, 72.0
ParLS-PBO(8 thread), normalized-lo_12x12_005.opb.metafix.opb, 72.0
ParLS-PBO(16 thread), normalized-lo_12x12_005.opb.metafix.opb, 72.0
LS-PBO, normalized-lo_12x12_006.opb.metafix.opb, 74.0
DeciLS-PBO, normalized-lo_12x12_006.opb.metafix.opb, 74.0
PBO-IHS, normalized-lo_12x12_006.opb.metafix.opb, 74.0
Hybrid, normalized-lo_12x12_006.opb.metafix.opb, 74.0
SCIP, normalized-lo_12x12_006.opb.metafix.opb, 74.0
Gurobi(comp 1 thread), normalized-lo_12x12_006.opb.metafix.opb, 74.0
Gurobi(heur 1 thread), normalized-lo_12x12_006.opb.metafix.opb, 74.0
LS-PBO-dynamic, normalized-lo_12x12_006.opb.metafix.opb, 74.0
FiberSCIP, normalized-lo_12x12_006.opb.metafix.opb, 74.0
Gurobi(comp 32 thread), normalized-lo_12x12_006.opb.metafix.opb, 74.0
Gurobi(heur 32 thread), normalized-lo_12x12_006.opb.metafix.opb, 74.0
ParLS-PBO, normalized-lo_12x12_006.opb.metafix.opb, 74.0
V1, normalized-lo_12x12_006.opb.metafix.opb, 74.0
V2, normalized-lo_12x12_006.opb.metafix.opb, 74.0
ParLS-PBO(4 thread), normalized-lo_12x12_006.opb.metafix.opb, 74.0
ParLS-PBO(8 thread), normalized-lo_12x12_006.opb.metafix.opb, 74.0
ParLS-PBO(16 thread), normalized-lo_12x12_006.opb.metafix.opb, 74.0
LS-PBO, normalized-lo_12x12_007.opb.metafix.opb, 80.0
DeciLS-PBO, normalized-lo_12x12_007.opb.metafix.opb, 80.0
PBO-IHS, normalized-lo_12x12_007.opb.metafix.opb, 80.0
Hybrid, normalized-lo_12x12_007.opb.metafix.opb, 80.0
SCIP, normalized-lo_12x12_007.opb.metafix.opb, 80.0
Gurobi(comp 1 thread), normalized-lo_12x12_007.opb.metafix.opb, 80.0
Gurobi(heur 1 thread), normalized-lo_12x12_007.opb.metafix.opb, 80.0
LS-PBO-dynamic, normalized-lo_12x12_007.opb.metafix.opb, 80.0
FiberSCIP, normalized-lo_12x12_007.opb.metafix.opb, 80.0
Gurobi(comp 32 thread), normalized-lo_12x12_007.opb.metafix.opb, 80.0
Gurobi(heur 32 thread), normalized-lo_12x12_007.opb.metafix.opb, 80.0
ParLS-PBO, normalized-lo_12x12_007.opb.metafix.opb, 80.0
V1, normalized-lo_12x12_007.opb.metafix.opb, 80.0
V2, normalized-lo_12x12_007.opb.metafix.opb, 80.0
ParLS-PBO(4 thread), normalized-lo_12x12_007.opb.metafix.opb, 80.0
ParLS-PBO(8 thread), normalized-lo_12x12_007.opb.metafix.opb, 80.0
ParLS-PBO(16 thread), normalized-lo_12x12_007.opb.metafix.opb, 80.0
LS-PBO, normalized-lo_12x12_008.opb.metafix.opb, 72.0
DeciLS-PBO, normalized-lo_12x12_008.opb.metafix.opb, 72.0
PBO-IHS, normalized-lo_12x12_008.opb.metafix.opb, 72.0
Hybrid, normalized-lo_12x12_008.opb.metafix.opb, 72.0
SCIP, normalized-lo_12x12_008.opb.metafix.opb, 72.0
Gurobi(comp 1 thread), normalized-lo_12x12_008.opb.metafix.opb, 72.0
Gurobi(heur 1 thread), normalized-lo_12x12_008.opb.metafix.opb, 72.0
LS-PBO-dynamic, normalized-lo_12x12_008.opb.metafix.opb, 72.0
FiberSCIP, normalized-lo_12x12_008.opb.metafix.opb, 72.0
Gurobi(comp 32 thread), normalized-lo_12x12_008.opb.metafix.opb, 72.0
Gurobi(heur 32 thread), normalized-lo_12x12_008.opb.metafix.opb, 72.0
ParLS-PBO, normalized-lo_12x12_008.opb.metafix.opb, 72.0
V1, normalized-lo_12x12_008.opb.metafix.opb, 72.0
V2, normalized-lo_12x12_008.opb.metafix.opb, 72.0
ParLS-PBO(4 thread), normalized-lo_12x12_008.opb.metafix.opb, 72.0
ParLS-PBO(8 thread), normalized-lo_12x12_008.opb.metafix.opb, 72.0
ParLS-PBO(16 thread), normalized-lo_12x12_008.opb.metafix.opb, 72.0
LS-PBO, normalized-lo_12x12_009.opb.metafix.opb, 70.0
DeciLS-PBO, normalized-lo_12x12_009.opb.metafix.opb, 70.0
PBO-IHS, normalized-lo_12x12_009.opb.metafix.opb, 70.0
Hybrid, normalized-lo_12x12_009.opb.metafix.opb, 70.0
SCIP, normalized-lo_12x12_009.opb.metafix.opb, 70.0
Gurobi(comp 1 thread), normalized-lo_12x12_009.opb.metafix.opb, 70.0
Gurobi(heur 1 thread), normalized-lo_12x12_009.opb.metafix.opb, 70.0
LS-PBO-dynamic, normalized-lo_12x12_009.opb.metafix.opb, 70.0
FiberSCIP, normalized-lo_12x12_009.opb.metafix.opb, 70.0
Gurobi(comp 32 thread), normalized-lo_12x12_009.opb.metafix.opb, 70.0
Gurobi(heur 32 thread), normalized-lo_12x12_009.opb.metafix.opb, 70.0
ParLS-PBO, normalized-lo_12x12_009.opb.metafix.opb, 70.0
V1, normalized-lo_12x12_009.opb.metafix.opb, 70.0
V2, normalized-lo_12x12_009.opb.metafix.opb, 70.0
ParLS-PBO(4 thread), normalized-lo_12x12_009.opb.metafix.opb, 70.0
ParLS-PBO(8 thread), normalized-lo_12x12_009.opb.metafix.opb, 70.0
ParLS-PBO(16 thread), normalized-lo_12x12_009.opb.metafix.opb, 70.0
LS-PBO, normalized-lo_14x14_000.opb.metafix.opb, 95.0
DeciLS-PBO, normalized-lo_14x14_000.opb.metafix.opb, 95.0
PBO-IHS, normalized-lo_14x14_000.opb.metafix.opb, 95.0
Hybrid, normalized-lo_14x14_000.opb.metafix.opb, 95.0
SCIP, normalized-lo_14x14_000.opb.metafix.opb, 95.0
Gurobi(comp 1 thread), normalized-lo_14x14_000.opb.metafix.opb, 95.0
Gurobi(heur 1 thread), normalized-lo_14x14_000.opb.metafix.opb, 95.0
LS-PBO-dynamic, normalized-lo_14x14_000.opb.metafix.opb, 95.0
FiberSCIP, normalized-lo_14x14_000.opb.metafix.opb, 95.0
Gurobi(comp 32 thread), normalized-lo_14x14_000.opb.metafix.opb, 95.0
Gurobi(heur 32 thread), normalized-lo_14x14_000.opb.metafix.opb, 95.0
ParLS-PBO, normalized-lo_14x14_000.opb.metafix.opb, 95.0
V1, normalized-lo_14x14_000.opb.metafix.opb, 95.0
V2, normalized-lo_14x14_000.opb.metafix.opb, 95.0
ParLS-PBO(4 thread), normalized-lo_14x14_000.opb.metafix.opb, 95.0
ParLS-PBO(8 thread), normalized-lo_14x14_000.opb.metafix.opb, 95.0
ParLS-PBO(16 thread), normalized-lo_14x14_000.opb.metafix.opb, 95.0
LS-PBO, normalized-lo_14x14_001.opb.metafix.opb, 88.0
DeciLS-PBO, normalized-lo_14x14_001.opb.metafix.opb, 88.0
PBO-IHS, normalized-lo_14x14_001.opb.metafix.opb, 88.0
Hybrid, normalized-lo_14x14_001.opb.metafix.opb, 88.0
SCIP, normalized-lo_14x14_001.opb.metafix.opb, 88.0
Gurobi(comp 1 thread), normalized-lo_14x14_001.opb.metafix.opb, 88.0
Gurobi(heur 1 thread), normalized-lo_14x14_001.opb.metafix.opb, 88.0
LS-PBO-dynamic, normalized-lo_14x14_001.opb.metafix.opb, 88.0
FiberSCIP, normalized-lo_14x14_001.opb.metafix.opb, 88.0
Gurobi(comp 32 thread), normalized-lo_14x14_001.opb.metafix.opb, 88.0
Gurobi(heur 32 thread), normalized-lo_14x14_001.opb.metafix.opb, 88.0
ParLS-PBO, normalized-lo_14x14_001.opb.metafix.opb, 88.0
V1, normalized-lo_14x14_001.opb.metafix.opb, 88.0
V2, normalized-lo_14x14_001.opb.metafix.opb, 88.0
ParLS-PBO(4 thread), normalized-lo_14x14_001.opb.metafix.opb, 88.0
ParLS-PBO(8 thread), normalized-lo_14x14_001.opb.metafix.opb, 88.0
ParLS-PBO(16 thread), normalized-lo_14x14_001.opb.metafix.opb, 88.0
LS-PBO, normalized-lo_14x14_002.opb.metafix.opb, 100.0
DeciLS-PBO, normalized-lo_14x14_002.opb.metafix.opb, 100.0
PBO-IHS, normalized-lo_14x14_002.opb.metafix.opb, 100.0
Hybrid, normalized-lo_14x14_002.opb.metafix.opb, 100.0
SCIP, normalized-lo_14x14_002.opb.metafix.opb, 100.0
Gurobi(comp 1 thread), normalized-lo_14x14_002.opb.metafix.opb, 100.0
Gurobi(heur 1 thread), normalized-lo_14x14_002.opb.metafix.opb, 100.0
LS-PBO-dynamic, normalized-lo_14x14_002.opb.metafix.opb, 100.0
FiberSCIP, normalized-lo_14x14_002.opb.metafix.opb, 100.0
Gurobi(comp 32 thread), normalized-lo_14x14_002.opb.metafix.opb, 100.0
Gurobi(heur 32 thread), normalized-lo_14x14_002.opb.metafix.opb, 100.0
ParLS-PBO, normalized-lo_14x14_002.opb.metafix.opb, 100.0
V1, normalized-lo_14x14_002.opb.metafix.opb, 100.0
V2, normalized-lo_14x14_002.opb.metafix.opb, 100.0
ParLS-PBO(4 thread), normalized-lo_14x14_002.opb.metafix.opb, 100.0
ParLS-PBO(8 thread), normalized-lo_14x14_002.opb.metafix.opb, 100.0
ParLS-PBO(16 thread), normalized-lo_14x14_002.opb.metafix.opb, 100.0
LS-PBO, normalized-lo_14x14_003.opb.metafix.opb, 88.0
DeciLS-PBO, normalized-lo_14x14_003.opb.metafix.opb, 88.0
PBO-IHS, normalized-lo_14x14_003.opb.metafix.opb, 88.0
Hybrid, normalized-lo_14x14_003.opb.metafix.opb, 88.0
SCIP, normalized-lo_14x14_003.opb.metafix.opb, 88.0
Gurobi(comp 1 thread), normalized-lo_14x14_003.opb.metafix.opb, 88.0
Gurobi(heur 1 thread), normalized-lo_14x14_003.opb.metafix.opb, 88.0
LS-PBO-dynamic, normalized-lo_14x14_003.opb.metafix.opb, 88.0
FiberSCIP, normalized-lo_14x14_003.opb.metafix.opb, 88.0
Gurobi(comp 32 thread), normalized-lo_14x14_003.opb.metafix.opb, 88.0
Gurobi(heur 32 thread), normalized-lo_14x14_003.opb.metafix.opb, 88.0
ParLS-PBO, normalized-lo_14x14_003.opb.metafix.opb, 88.0
V1, normalized-lo_14x14_003.opb.metafix.opb, 88.0
V2, normalized-lo_14x14_003.opb.metafix.opb, 88.0
ParLS-PBO(4 thread), normalized-lo_14x14_003.opb.metafix.opb, 88.0
ParLS-PBO(8 thread), normalized-lo_14x14_003.opb.metafix.opb, 88.0
ParLS-PBO(16 thread), normalized-lo_14x14_003.opb.metafix.opb, 88.0
LS-PBO, normalized-lo_14x14_004.opb.metafix.opb, 96.0
DeciLS-PBO, normalized-lo_14x14_004.opb.metafix.opb, 96.0
PBO-IHS, normalized-lo_14x14_004.opb.metafix.opb, 96.0
Hybrid, normalized-lo_14x14_004.opb.metafix.opb, 96.0
SCIP, normalized-lo_14x14_004.opb.metafix.opb, 96.0
Gurobi(comp 1 thread), normalized-lo_14x14_004.opb.metafix.opb, 96.0
Gurobi(heur 1 thread), normalized-lo_14x14_004.opb.metafix.opb, 96.0
LS-PBO-dynamic, normalized-lo_14x14_004.opb.metafix.opb, 96.0
FiberSCIP, normalized-lo_14x14_004.opb.metafix.opb, 96.0
Gurobi(comp 32 thread), normalized-lo_14x14_004.opb.metafix.opb, 96.0
Gurobi(heur 32 thread), normalized-lo_14x14_004.opb.metafix.opb, 96.0
ParLS-PBO, normalized-lo_14x14_004.opb.metafix.opb, 96.0
V1, normalized-lo_14x14_004.opb.metafix.opb, 96.0
V2, normalized-lo_14x14_004.opb.metafix.opb, 96.0
ParLS-PBO(4 thread), normalized-lo_14x14_004.opb.metafix.opb, 96.0
ParLS-PBO(8 thread), normalized-lo_14x14_004.opb.metafix.opb, 96.0
ParLS-PBO(16 thread), normalized-lo_14x14_004.opb.metafix.opb, 96.0
LS-PBO, normalized-lo_14x14_005.opb.metafix.opb, 110.0
DeciLS-PBO, normalized-lo_14x14_005.opb.metafix.opb, 110.0
PBO-IHS, normalized-lo_14x14_005.opb.metafix.opb, 110.0
Hybrid, normalized-lo_14x14_005.opb.metafix.opb, 110.0
SCIP, normalized-lo_14x14_005.opb.metafix.opb, 110.0
Gurobi(comp 1 thread), normalized-lo_14x14_005.opb.metafix.opb, 110.0
Gurobi(heur 1 thread), normalized-lo_14x14_005.opb.metafix.opb, 110.0
LS-PBO-dynamic, normalized-lo_14x14_005.opb.metafix.opb, 110.0
FiberSCIP, normalized-lo_14x14_005.opb.metafix.opb, 110.0
Gurobi(comp 32 thread), normalized-lo_14x14_005.opb.metafix.opb, 110.0
Gurobi(heur 32 thread), normalized-lo_14x14_005.opb.metafix.opb, 110.0
ParLS-PBO, normalized-lo_14x14_005.opb.metafix.opb, 110.0
V1, normalized-lo_14x14_005.opb.metafix.opb, 110.0
V2, normalized-lo_14x14_005.opb.metafix.opb, 110.0
ParLS-PBO(4 thread), normalized-lo_14x14_005.opb.metafix.opb, 110.0
ParLS-PBO(8 thread), normalized-lo_14x14_005.opb.metafix.opb, 110.0
ParLS-PBO(16 thread), normalized-lo_14x14_005.opb.metafix.opb, 110.0
LS-PBO, normalized-lo_14x14_006.opb.metafix.opb, 95.0
DeciLS-PBO, normalized-lo_14x14_006.opb.metafix.opb, 95.0
PBO-IHS, normalized-lo_14x14_006.opb.metafix.opb, 95.0
Hybrid, normalized-lo_14x14_006.opb.metafix.opb, 95.0
SCIP, normalized-lo_14x14_006.opb.metafix.opb, 95.0
Gurobi(comp 1 thread), normalized-lo_14x14_006.opb.metafix.opb, 95.0
Gurobi(heur 1 thread), normalized-lo_14x14_006.opb.metafix.opb, 95.0
LS-PBO-dynamic, normalized-lo_14x14_006.opb.metafix.opb, 95.0
FiberSCIP, normalized-lo_14x14_006.opb.metafix.opb, 95.0
Gurobi(comp 32 thread), normalized-lo_14x14_006.opb.metafix.opb, 95.0
Gurobi(heur 32 thread), normalized-lo_14x14_006.opb.metafix.opb, 95.0
ParLS-PBO, normalized-lo_14x14_006.opb.metafix.opb, 95.0
V1, normalized-lo_14x14_006.opb.metafix.opb, 95.0
V2, normalized-lo_14x14_006.opb.metafix.opb, 95.0
ParLS-PBO(4 thread), normalized-lo_14x14_006.opb.metafix.opb, 95.0
ParLS-PBO(8 thread), normalized-lo_14x14_006.opb.metafix.opb, 95.0
ParLS-PBO(16 thread), normalized-lo_14x14_006.opb.metafix.opb, 95.0
LS-PBO, normalized-lo_14x14_007.opb.metafix.opb, 96.0
DeciLS-PBO, normalized-lo_14x14_007.opb.metafix.opb, 96.0
PBO-IHS, normalized-lo_14x14_007.opb.metafix.opb, 96.0
Hybrid, normalized-lo_14x14_007.opb.metafix.opb, 96.0
SCIP, normalized-lo_14x14_007.opb.metafix.opb, 96.0
Gurobi(comp 1 thread), normalized-lo_14x14_007.opb.metafix.opb, 96.0
Gurobi(heur 1 thread), normalized-lo_14x14_007.opb.metafix.opb, 96.0
LS-PBO-dynamic, normalized-lo_14x14_007.opb.metafix.opb, 96.0
FiberSCIP, normalized-lo_14x14_007.opb.metafix.opb, 96.0
Gurobi(comp 32 thread), normalized-lo_14x14_007.opb.metafix.opb, 96.0
Gurobi(heur 32 thread), normalized-lo_14x14_007.opb.metafix.opb, 96.0
ParLS-PBO, normalized-lo_14x14_007.opb.metafix.opb, 96.0
V1, normalized-lo_14x14_007.opb.metafix.opb, 96.0
V2, normalized-lo_14x14_007.opb.metafix.opb, 96.0
ParLS-PBO(4 thread), normalized-lo_14x14_007.opb.metafix.opb, 96.0
ParLS-PBO(8 thread), normalized-lo_14x14_007.opb.metafix.opb, 96.0
ParLS-PBO(16 thread), normalized-lo_14x14_007.opb.metafix.opb, 96.0
LS-PBO, normalized-lo_14x14_008.opb.metafix.opb, 85.0
DeciLS-PBO, normalized-lo_14x14_008.opb.metafix.opb, 85.0
PBO-IHS, normalized-lo_14x14_008.opb.metafix.opb, 85.0
Hybrid, normalized-lo_14x14_008.opb.metafix.opb, 85.0
SCIP, normalized-lo_14x14_008.opb.metafix.opb, 85.0
Gurobi(comp 1 thread), normalized-lo_14x14_008.opb.metafix.opb, 85.0
Gurobi(heur 1 thread), normalized-lo_14x14_008.opb.metafix.opb, 85.0
LS-PBO-dynamic, normalized-lo_14x14_008.opb.metafix.opb, 85.0
FiberSCIP, normalized-lo_14x14_008.opb.metafix.opb, 85.0
Gurobi(comp 32 thread), normalized-lo_14x14_008.opb.metafix.opb, 85.0
Gurobi(heur 32 thread), normalized-lo_14x14_008.opb.metafix.opb, 85.0
ParLS-PBO, normalized-lo_14x14_008.opb.metafix.opb, 85.0
V1, normalized-lo_14x14_008.opb.metafix.opb, 85.0
V2, normalized-lo_14x14_008.opb.metafix.opb, 85.0
ParLS-PBO(4 thread), normalized-lo_14x14_008.opb.metafix.opb, 85.0
ParLS-PBO(8 thread), normalized-lo_14x14_008.opb.metafix.opb, 85.0
ParLS-PBO(16 thread), normalized-lo_14x14_008.opb.metafix.opb, 85.0
LS-PBO, normalized-lo_14x14_009.opb.metafix.opb, 100.0
DeciLS-PBO, normalized-lo_14x14_009.opb.metafix.opb, 100.0
PBO-IHS, normalized-lo_14x14_009.opb.metafix.opb, 100.0
Hybrid, normalized-lo_14x14_009.opb.metafix.opb, 100.0
SCIP, normalized-lo_14x14_009.opb.metafix.opb, 100.0
Gurobi(comp 1 thread), normalized-lo_14x14_009.opb.metafix.opb, 100.0
Gurobi(heur 1 thread), normalized-lo_14x14_009.opb.metafix.opb, 100.0
LS-PBO-dynamic, normalized-lo_14x14_009.opb.metafix.opb, 100.0
FiberSCIP, normalized-lo_14x14_009.opb.metafix.opb, 100.0
Gurobi(comp 32 thread), normalized-lo_14x14_009.opb.metafix.opb, 100.0
Gurobi(heur 32 thread), normalized-lo_14x14_009.opb.metafix.opb, 100.0
ParLS-PBO, normalized-lo_14x14_009.opb.metafix.opb, 100.0
V1, normalized-lo_14x14_009.opb.metafix.opb, 100.0
V2, normalized-lo_14x14_009.opb.metafix.opb, 100.0
ParLS-PBO(4 thread), normalized-lo_14x14_009.opb.metafix.opb, 100.0
ParLS-PBO(8 thread), normalized-lo_14x14_009.opb.metafix.opb, 100.0
ParLS-PBO(16 thread), normalized-lo_14x14_009.opb.metafix.opb, 100.0
LS-PBO, normalized-lo_16x16_000.opb.metafix.opb, 120.0
DeciLS-PBO, normalized-lo_16x16_000.opb.metafix.opb, 120.0
PBO-IHS, normalized-lo_16x16_000.opb.metafix.opb, 120.0
Hybrid, normalized-lo_16x16_000.opb.metafix.opb, 120.0
SCIP, normalized-lo_16x16_000.opb.metafix.opb, 120.0
Gurobi(comp 1 thread), normalized-lo_16x16_000.opb.metafix.opb, 120.0
Gurobi(heur 1 thread), normalized-lo_16x16_000.opb.metafix.opb, 120.0
LS-PBO-dynamic, normalized-lo_16x16_000.opb.metafix.opb, 120.0
FiberSCIP, normalized-lo_16x16_000.opb.metafix.opb, 120.0
Gurobi(comp 32 thread), normalized-lo_16x16_000.opb.metafix.opb, 120.0
Gurobi(heur 32 thread), normalized-lo_16x16_000.opb.metafix.opb, 120.0
ParLS-PBO, normalized-lo_16x16_000.opb.metafix.opb, 120.0
V1, normalized-lo_16x16_000.opb.metafix.opb, 120.0
V2, normalized-lo_16x16_000.opb.metafix.opb, 120.0
ParLS-PBO(4 thread), normalized-lo_16x16_000.opb.metafix.opb, 120.0
ParLS-PBO(8 thread), normalized-lo_16x16_000.opb.metafix.opb, 120.0
ParLS-PBO(16 thread), normalized-lo_16x16_000.opb.metafix.opb, 120.0
LS-PBO, normalized-lo_16x16_001.opb.metafix.opb, 125.0
DeciLS-PBO, normalized-lo_16x16_001.opb.metafix.opb, 125.0
PBO-IHS, normalized-lo_16x16_001.opb.metafix.opb, 125.0
Hybrid, normalized-lo_16x16_001.opb.metafix.opb, 125.0
SCIP, normalized-lo_16x16_001.opb.metafix.opb, 125.0
Gurobi(comp 1 thread), normalized-lo_16x16_001.opb.metafix.opb, 125.0
Gurobi(heur 1 thread), normalized-lo_16x16_001.opb.metafix.opb, 125.0
LS-PBO-dynamic, normalized-lo_16x16_001.opb.metafix.opb, 125.0
FiberSCIP, normalized-lo_16x16_001.opb.metafix.opb, 125.0
Gurobi(comp 32 thread), normalized-lo_16x16_001.opb.metafix.opb, 125.0
Gurobi(heur 32 thread), normalized-lo_16x16_001.opb.metafix.opb, 125.0
ParLS-PBO, normalized-lo_16x16_001.opb.metafix.opb, 125.0
V1, normalized-lo_16x16_001.opb.metafix.opb, 125.0
V2, normalized-lo_16x16_001.opb.metafix.opb, 125.0
ParLS-PBO(4 thread), normalized-lo_16x16_001.opb.metafix.opb, 125.0
ParLS-PBO(8 thread), normalized-lo_16x16_001.opb.metafix.opb, 125.0
ParLS-PBO(16 thread), normalized-lo_16x16_001.opb.metafix.opb, 125.0
LS-PBO, normalized-lo_16x16_002.opb.metafix.opb, 115.0
DeciLS-PBO, normalized-lo_16x16_002.opb.metafix.opb, 115.0
PBO-IHS, normalized-lo_16x16_002.opb.metafix.opb, 115.0
Hybrid, normalized-lo_16x16_002.opb.metafix.opb, 115.0
SCIP, normalized-lo_16x16_002.opb.metafix.opb, 115.0
Gurobi(comp 1 thread), normalized-lo_16x16_002.opb.metafix.opb, 115.0
Gurobi(heur 1 thread), normalized-lo_16x16_002.opb.metafix.opb, 115.0
LS-PBO-dynamic, normalized-lo_16x16_002.opb.metafix.opb, 115.0
FiberSCIP, normalized-lo_16x16_002.opb.metafix.opb, 115.0
Gurobi(comp 32 thread), normalized-lo_16x16_002.opb.metafix.opb, 115.0
Gurobi(heur 32 thread), normalized-lo_16x16_002.opb.metafix.opb, 115.0
ParLS-PBO, normalized-lo_16x16_002.opb.metafix.opb, 115.0
V1, normalized-lo_16x16_002.opb.metafix.opb, 115.0
V2, normalized-lo_16x16_002.opb.metafix.opb, 115.0
ParLS-PBO(4 thread), normalized-lo_16x16_002.opb.metafix.opb, 115.0
ParLS-PBO(8 thread), normalized-lo_16x16_002.opb.metafix.opb, 115.0
ParLS-PBO(16 thread), normalized-lo_16x16_002.opb.metafix.opb, 115.0
LS-PBO, normalized-lo_16x16_003.opb.metafix.opb, 131.0
DeciLS-PBO, normalized-lo_16x16_003.opb.metafix.opb, 131.0
PBO-IHS, normalized-lo_16x16_003.opb.metafix.opb, 131.0
Hybrid, normalized-lo_16x16_003.opb.metafix.opb, 131.0
SCIP, normalized-lo_16x16_003.opb.metafix.opb, 131.0
Gurobi(comp 1 thread), normalized-lo_16x16_003.opb.metafix.opb, 131.0
Gurobi(heur 1 thread), normalized-lo_16x16_003.opb.metafix.opb, 131.0
LS-PBO-dynamic, normalized-lo_16x16_003.opb.metafix.opb, 131.0
FiberSCIP, normalized-lo_16x16_003.opb.metafix.opb, 131.0
